userName,date,duration,project,client,description
leslie,2018-08-29,1,Business: Outreach,,Met with MERL panel to go over topics
leslie,2018-08-29,2,Business: Outreach,,Met with Chemonics to assemble talk
leslie,2018-08-29,1,Business: Proposals,plan,Worked on their requirements list
leslie,2018-08-29,1,Support: Ongoing,winrock,Drafted advice for orienting new staff to DevResults
brent,2018-08-30,4,Tech wealth: Other,,Created onetime script to drop unused tables and columns
brent,2018-08-30,1.5,Tech wealth: Other,,More work with database schema spreadsheet
brent,2018-08-30,1,Overhead,,"Email, time tracking, task review, etc"
brent,2018-08-30,1.5,Feature: IATI,,Review PR 640
leslie,2018-08-30,2,Overhead,,Data/Ninja meetings
leslie,2018-08-30,2,Business: Outreach,,Worked on MERL Tech talk & panel
leslie,2018-08-30,3,Support: Scaling training & help,,Finished IATI help documentation
brent,2018-08-31,2,Overhead,,Relational DT UI; weekly meeting
brent,2018-08-31,2,Tech wealth: Bug fixin,,Investigating AwardSectorsMappings when Sectors are deleted
brent,2018-08-31,0.5,Tech wealth: Bug fixin,,Fix selectize search field in AwardSectors directive
brent,2018-08-31,1,Overhead,,Review questions on technical capabilities for Plan proposal
leslie,2018-08-31,0.5,Feature: RDTs,,Linked table UI meeting
leslie,2018-08-31,1.5,Overhead,,Team meeting + prep
leslie,2018-08-31,0.5,Support: Ongoing,mozaid,Client alerts for new reporting period assignment UI
leslie,2018-08-31,1,Feature: RDTs,,Mockup for how to show available columns from linked tables
leslie,2018-08-31,0.5,Overhead,,Separating data/engineering disags for hour tracking
leslie,2018-08-31,2,Business: Outreach,,Finalized MERL pptx for Chemonics
leslie,2018-09-03,1,Support: Ongoing,cordaid,Added Nepal
leslie,2018-09-03,3.5,Business: Marketing,,Finished IATI blog post
leslie,2018-09-03,0.5,Feature: Too small to name,,Updated in-app help site link
brent,2018-09-04,1.5,Tech wealth: Bug fixin,,Delete related mappings when deleting a sector. PR 647
brent,2018-09-04,2,Feature: Too small to name,,Add TypeToConfirmModal and add to DeleteButton directive
brent,2018-09-04,1.5,Overhead,,"Email, time tracking, task review, etc"
leslie,2018-09-04,0.5,Support: Ongoing,jor,FreshDesk
leslie,2018-09-04,1,Business: Marketing,,Incorporated edits and posted IATI blog post
leslie,2018-09-04,1,Support: Ongoing,cordaid,Sent IATI update
leslie,2018-09-05,1.5,Support: Ongoing,inlap,FreshDesk
leslie,2018-09-06,8,Business: Outreach,,MERL
leslie,2018-09-06,0.5,Support: Ongoing,cordaid,Working with Shyvonne on identifying IATI required-elements
leslie,2018-09-06,0.5,Support: Ongoing,winrock,Helping Irena w/ SSO
leslie,2018-09-07,7,Business: Outreach,,MERL
leslie,2018-09-07,0.5,Support: Ongoing,cordaid,Grazina support
leslie,2018-09-07,0.5,Support: Ongoing,winrock,Helping Irena more w/ SSO
leslie,2018-09-08,0.5,Support: Ongoing,,Training site refresh
leslie,2018-09-09,0.5,Support: Ongoing,ifdc,FreshDesk - IATI
leslie,2018-09-09,1.5,Support: Ongoing,winrock,Geo updates
leslie,2018-09-10,2,Business: Outreach,rtp,Re-demo 4 sections
leslie,2018-09-10,2,Support: Ongoing,cordaid,Feature request documentation
leslie,2018-09-10,0.5,Support: Ongoing,mwi,Freshdesk - targets/viz
leslie,2018-09-10,0.5,Support: Ongoing,ifdc,Feature request documentation
leslie,2018-09-10,1,Support: Setup,winrock,Setup template review
leslie,2018-09-10,1.5,Support: Ongoing,cordaid,Added more geographies
leslie,2018-09-10,1,Overhead,,"RP onboarding, freshdesk"
leslie,2018-09-10,0.5,Support: Ongoing,winrock,Helping Irena with linking sites
leslie,2018-09-10,1,Support: Ongoing,winrock,More work on geo updates
reid,2018-09-10,1,Support: Ongoing,inlap,Tickets
reid,2018-09-10,1,Support: Ongoing,mwi,Tickets
reid,2018-09-10,2,Overhead,,Training on Freshdesk
reid,2018-09-10,1,Overhead,,Training on setup template
reid,2018-09-10,1,Overhead,,Training on adding geography
reid,2018-09-10,2,Overhead,,System setup
leslie,2018-09-11,2,Support: Ongoing,cordaid,IATI discussions for result type element
leslie,2018-09-11,1.5,Overhead,,"Pairing with Shane, messaging others -- strategery chat"
leslie,2018-09-11,0.5,Overhead,,Ice removal
leslie,2018-09-11,2,Overhead,,"RP onboarding, freshdesk"
leslie,2018-09-11,3,Support: Ongoing,winrock,More work on geo updates
reid,2018-09-11,2,Support: Ongoing,cordaid,Tickets
reid,2018-09-11,2,Support: Ongoing,inlap,Tickets
reid,2018-09-11,4,Overhead,,Looking into ADS 579 and IATI
reid,2018-09-11,1,Overhead,,Meetings and fridge defrosting
shane,2018-09-11,2,Support: Ongoing,mwi,Initial work on FD3332 - initial research in why results were being reported in wrong reporting periods
leslie,2018-09-12,1,Overhead,,Fridge cleaning
leslie,2018-09-12,1,Support: Ongoing,winrock,More work on geo updates
leslie,2018-09-12,0.5,Overhead,,USAID instances/SQL exploration
leslie,2018-09-12,0.5,Support: Ongoing,winrock,"Helping Irena with linking sites, chat about possilbe CTIP enterprise site"
leslie,2018-09-12,0.5,Support: Ongoing,chemonics,Communication about Pito & USAID export
leslie,2018-09-12,1.5,Support: Setup,winrock,Setup template review
leslie,2018-09-12,0.5,Support: Ongoing,inlap,Freshdesk
leslie,2018-09-12,2,Overhead,,"Goal setting, prep for freedom week"
leslie,2018-09-12,1,Support: Ongoing,winrock,"More work on geo updates, evening edition"
reid,2018-09-12,0.5,Support: Ongoing,cordaid,Tickets
reid,2018-09-12,0.5,Support: Ongoing,mwi,Tickets
reid,2018-09-12,1.5,Support: Ongoing,projecthope,Tickets
reid,2018-09-12,1.5,Business: Marketing,,Writing 579 blog
reid,2018-09-12,1,Overhead,,Reviewing ADS 579 policy
reid,2018-09-12,3,Overhead,,Onboarding stuff
shane,2018-09-12,4,Support: Ongoing,mwi,"Final work FD3332 - identify cause of results being reported for wrong dates, initial investigation of FD3329, download and restore live db on my box"
leslie,2018-09-13,1,Support: Ongoing,cordaid,Started work to bulk import sectors. Waiting for feedback
leslie,2018-09-13,4,Overhead,,"10-2. All talking. Normal meetings, strategery talking, big wave talking."
leslie,2018-09-13,1,Overhead,,"Inbox triage, question answering"
leslie,2018-09-13,2,Overhead,,RP onboarding - part 1 of 3 part lecture series. Reid.devresults.com exists.
leslie,2018-09-13,1,Overhead,,"Hours tracking, creating dashboards and Engineering indicators"
reid,2018-09-13,6,Overhead,,"SO many meetings (BD, Data, Ninja)"
reid,2018-09-13,2,Overhead,,Site setup (reid sandbox)
shane,2018-09-13,2,Overhead,,Meetings
shane,2018-09-13,4,Overhead,,Nancy comp disaster + accounts + phone call + emails
shane,2018-09-13,2,Overhead,,
leslie,2018-09-14,1.5,Support: Ongoing,cordaid,Bulk-updated sectors
leslie,2018-09-14,1,Overhead,,Data quarterly check-in
leslie,2018-09-14,1,Overhead,,Weekly meeting
leslie,2018-09-14,3.5,Overhead,,"Learning Friday: intro w/ Reid, views w/ Ritika"
reid,2018-09-14,5,Overhead,,SQL tutorials
reid,2018-09-14,1.5,Overhead,,Meetings
reid,2018-09-14,1.5,Out,,
shane,2018-09-14,2,Overhead,,Meetings
shane,2018-09-14,1,Support: Ongoing,inlap,
shane,2018-09-14,2,Overhead,,On-Boarding
shane,2018-09-14,2,Overhead,,
leslie,2018-09-15,0.5,Overhead,,"Updated ""Useful Instances"" wiki"
brent,2018-09-17,6,Feature: Too small to name,,Improvements to instance setup task features
brent,2018-09-17,1,Overhead,,"Email, time tracking, task review, etc"
brent,2018-09-17,1,Overhead,,Freedom week learning: PWA
leslie,2018-09-17,4,Support: Scaling training & help,,"Freedom week videos: planning, site prep"
reid,2018-09-17,0.5,Support: Ongoing,cordaid,Pair with Ritika on tickets
reid,2018-09-17,1.5,Support: Ongoing,mwi,Pair with Ritika on tickets
reid,2018-09-17,3.5,Business: Marketing,,Blog on ADS 579
reid,2018-09-17,2.5,Feature: IATI,,IATI field mapping and research
brent,2018-09-18,3,Feature: Too small to name,,Improvements to instance setup task features
brent,2018-09-18,2,Feature: Too small to name,,Work on adding grid view to contact index
brent,2018-09-18,1,Overhead,,"Email, time tracking, task review, etc"
brent,2018-09-18,2,Overhead,,Freedom week learning
leslie,2018-09-18,4,Support: Scaling training & help,,"Freedom week, videos: write scripts"
reid,2018-09-18,1,Support: Ongoing,hrsm,Tickets
reid,2018-09-18,1,Business: Marketing,,Blog on ADS 579
reid,2018-09-18,5,Overhead,,Site setup (reid sandbox)
reid,2018-09-18,1,Overhead,,System setup
brent,2018-09-19,6,Feature: Too small to name,,Work on contact index bulk edit tools
brent,2018-09-19,1,Overhead,,Freedom week learning: redis
brent,2018-09-19,1,Overhead,,"Email, time tracking, task review, etc"
leslie,2018-09-19,6,Support: Scaling training & help,,"Freedom week, videos: write scripts"
reid,2018-09-19,0.5,Support: Ongoing,inlap,Tickets
reid,2018-09-19,1.5,Business: Outreach,,BD strategy discussion
reid,2018-09-19,2,Feature: IATI,,IATI field mapping and research
reid,2018-09-19,2,Overhead,,System setup
brent,2018-09-20,3,Feature: Too small to name,,Work on contact index bulk edit tools
brent,2018-09-20,3,Feature: Too small to name,,Improvements to instance setup task features
brent,2018-09-20,1,Overhead,,"Email, time tracking, task review, etc"
leslie,2018-09-20,7,Support: Scaling training & help,,"Freedom week, videos: write scripts, storyboard"
reid,2018-09-20,0.5,Support: Ongoing,cordaid,Tickets
reid,2018-09-20,0.5,Support: Ongoing,hrsm,Tickets
reid,2018-09-20,1.5,Business: Proposals,osf,OSF demo prep discussion
reid,2018-09-20,1,Support: Scaling training & help,,Review online cirriculum with Ritika
brent,2018-09-21,2,Overhead,,Meetings
brent,2018-09-21,3,Feature: Too small to name,,Improvements to instance setup task features
brent,2018-09-21,1,Overhead,,"Email, time tracking, task review, etc"
leslie,2018-09-21,8,Support: Scaling training & help,,"Freedom week, videos: record Dashboards; edit Dashboards"
reid,2018-09-21,1,Support: Ongoing,chemonics,ADS 579 discussion
reid,2018-09-21,0.5,Support: Ongoing,chemonics,Reviewing site and ADS 579 policy
reid,2018-09-21,4.5,Business: Outreach,,Attending Tech Change workshop
reid,2018-09-21,0.5,Business: Outreach,,BD discussions
reid,2018-09-21,1,Overhead,,Team meeting
leslie,2018-09-22,7,Support: Scaling training & help,,"Freedom week, videos: record Viz & Pito; Data Entry; Create Activity"
leslie,2018-09-23,6,Support: Scaling training & help,,"Freedom week, videos: record Data Sources; Create Indicator"
brent,2018-09-24,2,Overhead,,RDT display meeting; Helping Reid get DB bacpac downloaded and restored; shaving yaks along the way
brent,2018-09-24,3,Tech wealth: Bug fixin,,Fixes from contact table PR review
leslie,2018-09-24,0.5,Support: Ongoing,cordaid,Geography troubleshooting
leslie,2018-09-24,2,Overhead,,"Freedom week report, scheduling meetings, catching up on ongoing tasks"
leslie,2018-09-24,1,Feature: Too small to name,,Reviewed two PRs
leslie,2018-09-24,1,Support: Scaling training & help,,"Wrote release notes for ""confirm delete"" and ""default RP"" changes"
leslie,2018-09-24,1,Overhead,,Updated wiki for PR changes
leslie,2018-09-24,1.5,Support: Ongoing,winrock,More work on geo updates
reid,2018-09-24,1.5,Support: Ongoing,cordaid,Ticket - adding geographies
reid,2018-09-24,0.5,Support: Ongoing,chemonics,Tickets
reid,2018-09-24,0.5,Business: Marketing,,Finalize and submit IATI tool language
reid,2018-09-24,1,Business: Outreach,,Brainstorming event ideas
reid,2018-09-24,0.5,Business: Outreach,,Adding BD strategy questions to doc
reid,2018-09-24,4,Overhead,,Troubleshooting backup issues
brent,2018-09-25,2,Feature: Too small to name,,Pair with Ritika on converting award tags to angular
leslie,2018-09-25,0.5,Support: Ongoing,lab,Updated client about delete confirmation update
leslie,2018-09-25,0.5,Support: Ongoing,chemonics,Updated client about default RP update
leslie,2018-09-25,4,Support: Ongoing,winrock,Finished geo updates finally! + lots of yaks
leslie,2018-09-25,1.5,Overhead,,Dev & International Development 411 to NH/NG
leslie,2018-09-25,0.5,Overhead,,Strategy chat w/ JS
leslie,2018-09-25,1.5,Feature: Self-serve,,Paired with JS on adding bulk 'assign rps by start/end dates'
leslie,2018-09-25,1,Feature: Too small to name,,Turned VCRD geo updates into 2 new sprocs
leslie,2018-09-25,0.5,Overhead,,Updated wiki with new geo sproc info
leslie,2018-09-25,2,Support: Scaling training & help,,Video editing
reid,2018-09-25,1.5,Support: Ongoing,cordaid,Tickets
reid,2018-09-25,3.5,Business: Marketing,,Editing MERL Tech videos
reid,2018-09-25,1.5,Overhead,,Troubleshooting system setup
shane,2018-09-25,4.5,Overhead,,Meetings
shane,2018-09-25,1,Tech wealth: Bug fixin,,
shane,2018-09-25,1,Overhead,,On-Boarding
shane,2018-09-25,2.5,Overhead,,
leslie,2018-09-26,3.5,Support: Ongoing,cordaid,IATI/geo meeting + follow-up work
leslie,2018-09-26,0.5,Support: Ongoing,cordaid,FreshDesk - how comments work
leslie,2018-09-26,0.5,Overhead,,Indicatorresults change over time advice
leslie,2018-09-26,0.5,Overhead,,"checklist chat, planning more onboarding"
leslie,2018-09-26,1.5,Feature: Too small to name,,"PR reviews: bulk locations stuff, dt column names, bulk rp assignments"
leslie,2018-09-26,2.5,Support: Scaling training & help,,"Release notes, help pages, and client notifications for the above"
leslie,2018-09-26,0.5,Feature: Too small to name,,Discussing warnings about logical impossibilities in filters
reid,2018-09-26,1,Overhead,cordaid,Meeting
reid,2018-09-26,1,Support: Ongoing,hrsm,Tickets
reid,2018-09-26,1.5,Business: Marketing,,Editing MERL Tech videos
reid,2018-09-26,2,Feature: IATI,,IATI field mapping and research
shane,2018-09-26,1.5,Overhead,,Meetings
shane,2018-09-26,4.5,Overhead,,On-Boarding
shane,2018-09-26,2.5,Overhead,,
brent,2018-09-27,5,Tech wealth: Bug fixin,,Fixes from contact index code review; update contact pages to use angular deletebutton
leslie,2018-09-27,3.5,Overhead,,"All the ninja talking, catching up, and planning"
leslie,2018-09-27,1.5,Support: Scaling training & help,,Video editing
leslie,2018-09-27,1,Support: Ongoing,cordaid,General question answering
reid,2018-09-27,2,Support: Setup,chemonics,Ticket/site setup
reid,2018-09-27,1,Support: Ongoing,hrsm,Tickets
reid,2018-09-27,1,Feature: IATI,,IATI code review
reid,2018-09-27,3,Overhead,,Meetings
shane,2018-09-27,1,Overhead,,Meetings
shane,2018-09-27,1,Tech wealth: Bug fixin,,
shane,2018-09-27,2,Overhead,,On-Boarding
shane,2018-09-27,1,Overhead,,
brent,2018-09-28,5.5,Overhead,,"Weekly meeting, new hire review meetings, planning meeting, etc"
leslie,2018-09-28,2.5,Support: Ongoing,cordaid,Geo simplification
leslie,2018-09-28,1.5,Overhead,,weekly meeting & DC strategery
leslie,2018-09-28,2,Overhead,,SQL CTEs & cursors for Learning Friday
leslie,2018-09-28,1,Support: Scaling training & help,,Video editing
reid,2018-09-28,1,Support: Ongoing,cordaid,Tickets
reid,2018-09-28,4,Overhead,,Learning Friday: SQL cursors and CTEs
reid,2018-09-28,1.5,Overhead,,Meetings
shane,2018-09-28,2.5,Overhead,,Meetings
shane,2018-09-28,2.5,Overhead,,On-Boarding
shane,2018-09-28,1.5,Overhead,,
brent,2018-10-01,1,Overhead,,"Response to task comments, review FD tickets and emails"
leslie,2018-10-01,1.5,Support: Ongoing,cordaid,Geo simplification
leslie,2018-10-01,1,Support: Ongoing,projecthope,Added geographies to live site
leslie,2018-10-01,4,Overhead,,Part 1 of 3-part lecture series w/ NH/NG (plus skeleton sites & templates)
nathan,2018-10-01,8,Overhead,,Onboarding
reid,2018-10-01,1,Support: Ongoing,inlap,Tickets
reid,2018-10-01,0.5,Business: Outreach,,Conf planning
reid,2018-10-01,1,Feature: IATI,,Writing IATI investigation report
shane,2018-10-01,1.5,Overhead,,Meetings
shane,2018-10-01,5,Overhead,,"Trip to td bank, merl videographer work, forwarding emails, josh offboarding, etc"
brent,2018-10-02,1,Overhead,,Pair with Nancy to answer questions
brent,2018-10-02,1,Tech wealth: Other,,FD ticket review
brent,2018-10-02,6,Feature: RDTs,,PR review
leslie,2018-10-02,0.5,Support: Ongoing,cordaid,IATI feature request convos
leslie,2018-10-02,1.5,Support: Ongoing,cordaid,Geo simpllification: changing level 1 data to location data
leslie,2018-10-02,3.5,Support: Setup,chemonics,Created child site (with some custom geo work)
leslie,2018-10-02,2,Feature: Too small to name,,Looked into various PRs
leslie,2018-10-02,0.5,Support: Setup,gec,Initial contact with new client
nathan,2018-10-02,2.5,Overhead,,Getting to know yous (Meetings)
nathan,2018-10-02,2,Overhead,,personal instance xls template (On-Boarding)
nathan,2018-10-02,3,Tech wealth: Other,,my low hanging fruits (Non-episode Work)
reid,2018-10-02,1.5,Support: Ongoing,cordaid,Tickets
reid,2018-10-02,2,Business: Marketing,,Editing MERL Tech videos
reid,2018-10-02,1.5,Business: Outreach,,Meet with PWYF CEO
reid,2018-10-02,1,Overhead,,Get to know Nathan/Nancy
shane,2018-10-02,1,Overhead,,Meetings
shane,2018-10-02,3,Overhead,,
brent,2018-10-03,1,Feature: IATI,,Meet with Reid to discuss IATI
brent,2018-10-03,3,Feature: IATI,cordaid,Work on IATI Organization Type implementation
brent,2018-10-03,2,Feature: IATI,cordaid,Work on IATI ResultType implementation
brent,2018-10-03,1,Feature: RDTs,,PR review
leslie,2018-10-03,0.5,Support: Ongoing,cordaid,IATI feature request convos
leslie,2018-10-03,1,Support: Ongoing,hrsm,Freshdesk stuff
leslie,2018-10-03,3,Feature: Too small to name,,"Mockups, Asana review, and PR reviews"
leslie,2018-10-03,2.5,Overhead,,Part 2 of 3-part lecture series w/ NH/NG (finished live sites)
leslie,2018-10-03,1,Support: Setup,gec,Created setup template based on basline questionnaire
nathan,2018-10-03,2,Overhead,,development environment clean/config (On-Boarding)
nathan,2018-10-03,3,Tech wealth: Other,,impossible filters and disaggregation modal (Non-episode Work)
nathan,2018-10-03,2.5,Overhead,,Leslie's course (On-Boarding)
reid,2018-10-03,2,Support: Ongoing,cordaid,Tickets and discussion
reid,2018-10-03,1.5,Support: Ongoing,hrsm,Tickets
reid,2018-10-03,2,Business: Proposals,plan,Review RFP
reid,2018-10-03,1,Business: Marketing,,MERL Tech video chat with Shane
reid,2018-10-03,0.5,Business: Outreach,,Roadmap discussion with Josh
shane,2018-10-03,1,Overhead,,Meetings
shane,2018-10-03,3,Overhead,,
brent,2018-10-04,1,Tech wealth: Bug fixin,,Review FD tickets; Investigate and clear bad indicator compute queue item
brent,2018-10-04,1,Overhead,,"Catch-up on slack, email, talk to Aasit"
leslie,2018-10-04,2,Overhead,,Prep for + ninja meeting
leslie,2018-10-04,0.5,Support: Ongoing,chemonics,Discussion about feature requests
leslie,2018-10-04,0.5,Support: Ongoing,feedthechildren,Freshdesk config question
leslie,2018-10-04,4,Support: Setup,chemonics,Created child site (with some custom geo work)
leslie,2018-10-04,1,Support: Scaling training & help,,Worked on improving gists for creating instances
leslie,2018-10-04,1.5,Support: Scaling training & help,,Worked on queries for Operation ARP
leslie,2018-10-04,0.5,Business: Outreach,plan,Internal strategery
leslie,2018-10-04,0.5,Support: Ongoing,winrock,Updated geography on live site (after Sam's review of training)
nathan,2018-10-04,1.5,Overhead,,Ninja Lurking (Meetings)
nathan,2018-10-04,2,Tech wealth: Other,,low hanging fruits (Non-episode Work)
nathan,2018-10-04,3,Tech wealth: Other,,fruits. So many fruits (Non-episode Work)
nathan,2018-10-04,2,Out,,Appointment
reid,2018-10-04,1,Support: Ongoing,cordaid,Tickets
reid,2018-10-04,4,Business: Proposals,plan,RFP call and discussion
reid,2018-10-04,2,Support: Setup,chemonics,Tickets/site setup and documentation
reid,2018-10-04,1.5,Overhead,,Ninja meeting
brent,2018-10-05,2,Overhead,,Weekly meeting
brent,2018-10-05,2.5,Feature: IATI,cordaid,Update ResultType implementation in IATI export
brent,2018-10-05,3,Tech wealth: Bug fixin,,DocumentLibrary css fix; Work on indicator compute queue poison issue
leslie,2018-10-05,2,Overhead,,Prep for + team meeting
nathan,2018-10-05,4.5,Overhead,,checkins/weekly (Meetings)
nathan,2018-10-05,0.5,Tech wealth: Other,,fruits (Non-episode Work)
nathan,2018-10-05,3.5,Out,,Up to 40
reid,2018-10-05,1,Support: Ongoing,chemonics,Tickets/script updates
reid,2018-10-05,3.5,Business: Proposals,plan,RFP breakdown
reid,2018-10-05,1,Business: Proposals,plan,BD meeting on RFP
reid,2018-10-05,1.5,Business: Marketing,,Blog on learning
reid,2018-10-05,1.5,Overhead,,Weekly meeting
shane,2018-10-05,4,Overhead,,Meetings
shane,2018-10-05,1,Overhead,,On-Boarding
shane,2018-10-05,2,Overhead,,
brent,2018-10-08,6,Feature: Too small to name,plan,"Investigate SurveyCTO, start server-side implementation"
brent,2018-10-08,2,Tech wealth: Bug fixin,,"Finish work on indicator compute queue fix, write up PR"
nathan,2018-10-08,3,Overhead,,getting to know yous (Meetings)
nathan,2018-10-08,3.5,Feature: Too small to name,,SurveyCTO (Episode Work:Dynamic Table Integrations)
nathan,2018-10-08,1,Tech wealth: Other,,low-hanging fruit (Non-episode Work)
reid,2018-10-08,1.5,Support: Ongoing,cordaid,Tickets
reid,2018-10-08,6,Business: Proposals,plan,Use cases and field test
reid,2018-10-08,1,Support: Ongoing,worldlearning,Tickets
shane,2018-10-08,2,Overhead,,Meetings
shane,2018-10-08,6,Overhead,,
brent,2018-10-09,1,Feature: Too small to name,plan,Meeting with Poimapper; review api documentation
brent,2018-10-09,1,Overhead,,Engineering prep meeting for Nathan's milestone meeting
leslie,2018-10-09,2,Support: Scaling training & help,,"Release notes, help pages, and client notifications about filters"
leslie,2018-10-09,0.5,Overhead,,Emptied inbox
leslie,2018-10-09,0.5,Overhead,,Meeting agenda topics
leslie,2018-10-09,1.5,Feature: IATI,,"Determined path forward on ""aggregation status"" and later reviewed PR"
leslie,2018-10-09,0.5,Support: Setup,gec,Scheduled in-person meeting; booked hotel near PwC
leslie,2018-10-09,0.5,Support: Ongoing,,"Refreshed training site (late, oops)"
leslie,2018-10-09,1,Overhead,,Meeting agenda topics
leslie,2018-10-09,2,Business: Proposals,plan,Proposal help/review
leslie,2018-10-09,1,Support: Scaling training & help,,Editing videos
nathan,2018-10-09,8,Out,,Daddy Daughter Day
reid,2018-10-09,3,Support: Setup,chemonics,Tickets/site setup
reid,2018-10-09,0.5,Support: Ongoing,mescla,Tickets
reid,2018-10-09,6,Business: Proposals,plan,Draft implementation plan
reid,2018-10-09,1,Business: Proposals,plan,Trip planning
shane,2018-10-09,3,Overhead,,Meetings
shane,2018-10-09,2,Tech wealth: Bug fixin,,
shane,2018-10-09,3,Overhead,,
brent,2018-10-10,5,Feature: Too small to name,plan,Work on Poimapper integration proof of concept; meet with BD team; polish SurveyCTO integration a bit
brent,2018-10-10,1,Feature: RDTs,,Pair with Diego on DynamicTable delete cascading
brent,2018-10-10,1,Overhead,,Nathan's 2-week checkin
brent,2018-10-10,1,Overhead,,Email/slack catch-up
leslie,2018-10-10,4,Support: Scaling training & help,,Editing videos
leslie,2018-10-10,1,Support: Scaling training & help,,Worked on launching ARP challenge
leslie,2018-10-10,0.5,Support: Ongoing,winrock,Worked on wrangling some champions at Winrock
leslie,2018-10-10,1,Business: Proposals,plan,General question answering
leslie,2018-10-10,2.5,Overhead,,"Part 3 of 3-part lecture series w/ NH/NG (data tables, meandering convos)"
nathan,2018-10-10,3,Overhead,,Leslie's Course (On-Boarding)
nathan,2018-10-10,1,Overhead,,checkin (Meetings)
nathan,2018-10-10,3.5,Feature: Too small to name,,SurveyCTO/Poimapper (Episode Work:Dynamic Table Integrations)
reid,2018-10-10,9.5,Business: Proposals,plan,Use cases and field test
reid,2018-10-10,0.5,Support: Ongoing,projecthope,Tickets
shane,2018-10-10,1,Overhead,,Meetings
shane,2018-10-10,5,Overhead,,"Lots of work on plan proposal, employee off boarding, expenses, etc"
brent,2018-10-11,4.5,Feature: Too small to name,plan,Work on SurveyCTO integration
brent,2018-10-11,1,Tech wealth: Bug fixin,,Fixes from ContactIndex PR
brent,2018-10-11,1,Overhead,plan,Help with Plan proposal
leslie,2018-10-11,2.5,Overhead,,Ninja meeting and other convos
leslie,2018-10-11,1,Support: Ongoing,cordaid,Ghost data fixes
leslie,2018-10-11,1.5,Feature: Too small to name,,Ghost data analysis
leslie,2018-10-11,1,Support: Ongoing,inlap,Freshdesk
leslie,2018-10-11,1,Overhead,,"Emptied inbox, scheduled LAC/PwC meetings"
